api	crate	path_line	snippet
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7167	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7171	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7175	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7179	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7183	let x_buf = candle_core::metal_backend::buffer_o(x_metal.buffer(), &x_layout, x.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7185	candle_core::metal_backend::buffer_o(gate_metal.buffer(), &gate_layout, gate_t.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7187	candle_core::metal_backend::buffer_o(up_metal.buffer(), &up_layout, up_t.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7189	candle_core::metal_backend::buffer_o(out_metal.buffer(), &out_layout, out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7296	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7300	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7304	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7309	candle_core::metal_backend::buffer_o(gate_metal.buffer(), &gate_layout, gate.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7311	candle_core::metal_backend::buffer_o(up_metal.buffer(), &up_layout, up.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7313	candle_core::metal_backend::buffer_o(out_metal.buffer(), &out_layout, out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7397	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7401	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7405	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7409	let x_buf = candle_core::metal_backend::buffer_o(x_metal.buffer(), &x_layout, x.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7411	candle_core::metal_backend::buffer_o(gate_metal.buffer(), &gate_layout, gate.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7413	candle_core::metal_backend::buffer_o(out_metal.buffer(), &out_layout, out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7547	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7551	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7555	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7559	let x_buf = candle_core::metal_backend::buffer_o(x_metal.buffer(), &x_layout, x.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7561	candle_core::metal_backend::buffer_o(w_metal.buffer(), &w_layout, weight_t.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7563	candle_core::metal_backend::buffer_o(out_metal.buffer(), &o_layout, out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7648	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7652	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7656	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7660	let x_buf = candle_core::metal_backend::buffer_o(x_metal.buffer(), &x_layout, x.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7662	candle_core::metal_backend::buffer_o(w_metal.buffer(), &w_layout, weight_t.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7664	candle_core::metal_backend::buffer_o(out_metal.buffer(), &o_layout, out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7782	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7786	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7790	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7794	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7798	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7802	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7806	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7810	let x_buf = candle_core::metal_backend::buffer_o(x_metal.buffer(), &x_layout, x.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7811	let q_buf = candle_core::metal_backend::buffer_o(q_metal.buffer(), &q_layout, q_t.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7812	let k_buf = candle_core::metal_backend::buffer_o(k_metal.buffer(), &k_layout, k_t.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7813	let v_buf = candle_core::metal_backend::buffer_o(v_metal.buffer(), &v_layout, v_t.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7814	let q_out_buf = candle_core::metal_backend::buffer_o(
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7819	let k_out_buf = candle_core::metal_backend::buffer_o(
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7824	let v_out_buf = candle_core::metal_backend::buffer_o(
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7968	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7972	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:7976	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7980	let x_buf = candle_core::metal_backend::buffer_o(x_metal.buffer(), &x_layout, x.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7981	let a_buf = candle_core::metal_backend::buffer_o(a_metal.buffer(), &a_layout, a.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:7982	let hidden_buf = candle_core::metal_backend::buffer_o(
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8023	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8027	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8031	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8035	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8039	let hidden_buf = candle_core::metal_backend::buffer_o(
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8044	let b_buf = candle_core::metal_backend::buffer_o(b_metal.buffer(), &b_layout, b.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8046	candle_core::metal_backend::buffer_o(base_metal.buffer(), &base_layout, base.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8048	candle_core::metal_backend::buffer_o(out_metal.buffer(), &out_layout, out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8223	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8227	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8231	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8235	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8239	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8243	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8247	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8251	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8255	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8259	let x_buf = candle_core::metal_backend::buffer_o(x_metal.buffer(), &x_layout, x.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8261	candle_core::metal_backend::buffer_o(qkv_metal.buffer(), &qkv_layout, qkv_t.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8262	let z_buf = candle_core::metal_backend::buffer_o(z_metal.buffer(), &z_layout, z_t.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8263	let a_buf = candle_core::metal_backend::buffer_o(a_metal.buffer(), &a_layout, a_t.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8264	let b_buf = candle_core::metal_backend::buffer_o(b_metal.buffer(), &b_layout, b_t.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8265	let qkv_o_buf = candle_core::metal_backend::buffer_o(
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8271	candle_core::metal_backend::buffer_o(z_o_metal.buffer(), &z_o_layout, z_out.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8273	candle_core::metal_backend::buffer_o(a_o_metal.buffer(), &a_o_layout, a_out.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8275	candle_core::metal_backend::buffer_o(b_o_metal.buffer(), &b_o_layout, b_out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8385	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8389	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8393	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8397	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8401	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8405	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8409	let q_buf = candle_core::metal_backend::buffer_o(q_metal.buffer(), &q_layout, q.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8410	let k_buf = candle_core::metal_backend::buffer_o(k_metal.buffer(), &k_layout, k.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8412	candle_core::metal_backend::buffer_o(cos_metal.buffer(), &c_layout, cos.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8414	candle_core::metal_backend::buffer_o(sin_metal.buffer(), &s_layout, sin.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8416	candle_core::metal_backend::buffer_o(q_out_metal.buffer(), &qo_layout, q_out.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8418	candle_core::metal_backend::buffer_o(k_out_metal.buffer(), &ko_layout, k_out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8535	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8539	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8543	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8547	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8552	candle_core::metal_backend::buffer_o(k_metal.buffer(), &k_layout, k_pool.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8554	candle_core::metal_backend::buffer_o(v_metal.buffer(), &v_layout, v_pool.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8556	candle_core::metal_backend::buffer_o(ko_metal.buffer(), &ko_layout, k_out.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8558	candle_core::metal_backend::buffer_o(vo_metal.buffer(), &vo_layout, v_out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8677	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8681	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8685	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8689	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8693	let q_buf = candle_core::metal_backend::buffer_o(q_metal.buffer(), &q_layout, q.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8695	candle_core::metal_backend::buffer_o(k_metal.buffer(), &k_layout, k_pool.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8697	candle_core::metal_backend::buffer_o(v_metal.buffer(), &v_layout, v_pool.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8699	candle_core::metal_backend::buffer_o(out_metal.buffer(), &out_layout, out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8826	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8830	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8834	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8838	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:8842	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8846	let q_buf = candle_core::metal_backend::buffer_o(q_metal.buffer(), &q_layout, q.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8848	candle_core::metal_backend::buffer_o(k_metal.buffer(), &k_layout, k_pool.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8850	candle_core::metal_backend::buffer_o(v_metal.buffer(), &v_layout, v_pool.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8852	candle_core::metal_backend::buffer_o(out_metal.buffer(), &out_layout, out.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:8853	let slot_buf = candle_core::metal_backend::buffer_o(
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9012	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9016	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9020	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9024	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9028	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9032	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9036	let q_buf = candle_core::metal_backend::buffer_o(q_metal.buffer(), &q_layout, q.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9038	candle_core::metal_backend::buffer_o(k_metal.buffer(), &k_layout, k_pool.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9040	candle_core::metal_backend::buffer_o(v_metal.buffer(), &v_layout, v_pool.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9042	candle_core::metal_backend::buffer_o(out_metal.buffer(), &out_layout, out.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9043	let table_buf = candle_core::metal_backend::buffer_o(
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9048	let seq_buf = candle_core::metal_backend::buffer_o(
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9185	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9189	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9193	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9197	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9201	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9205	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9210	candle_core::metal_backend::buffer_o(k_metal.buffer(), &k_layout, k_pool.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9212	candle_core::metal_backend::buffer_o(v_metal.buffer(), &v_layout, v_pool.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9214	candle_core::metal_backend::buffer_o(kt_metal.buffer(), &kt_layout, k_tail.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9216	candle_core::metal_backend::buffer_o(vt_metal.buffer(), &vt_layout, v_tail.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9218	candle_core::metal_backend::buffer_o(ko_metal.buffer(), &ko_layout, k_out.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9220	candle_core::metal_backend::buffer_o(vo_metal.buffer(), &vo_layout, v_out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9344	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9348	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9352	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9356	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9360	let ks_buf = candle_core::metal_backend::buffer_o(ks_metal.buffer(), &ks_layout, k.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9361	let vs_buf = candle_core::metal_backend::buffer_o(vs_metal.buffer(), &vs_layout, v.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9363	candle_core::metal_backend::buffer_o(kp_metal.buffer(), &kp_layout, k_pool.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9365	candle_core::metal_backend::buffer_o(vp_metal.buffer(), &vp_layout, v_pool.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9499	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9503	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9507	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9511	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9515	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9519	let ks_buf = candle_core::metal_backend::buffer_o(ks_metal.buffer(), &ks_layout, k.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9520	let vs_buf = candle_core::metal_backend::buffer_o(vs_metal.buffer(), &vs_layout, v.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9522	candle_core::metal_backend::buffer_o(kp_metal.buffer(), &kp_layout, k_pool.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9524	candle_core::metal_backend::buffer_o(vp_metal.buffer(), &vp_layout, v_pool.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9526	candle_core::metal_backend::buffer_o(slot_metal.buffer(), &slot_layout, slots.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9595	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9599	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9603	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9607	let x_buf = candle_core::metal_backend::buffer_o(x_metal.buffer(), &x_layout, x.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9609	candle_core::metal_backend::buffer_o(w_metal.buffer(), &w_layout, weight.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9611	candle_core::metal_backend::buffer_o(out_metal.buffer(), &o_layout, out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9685	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9689	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9693	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9697	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9701	let q_buf = candle_core::metal_backend::buffer_o(q_metal.buffer(), &q_layout, q.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9702	let k_buf = candle_core::metal_backend::buffer_o(k_metal.buffer(), &k_layout, k.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9704	candle_core::metal_backend::buffer_o(qo_metal.buffer(), &qo_layout, q_out.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9706	candle_core::metal_backend::buffer_o(ko_metal.buffer(), &ko_layout, k_out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9786	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9790	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9794	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9798	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9802	let q_buf = candle_core::metal_backend::buffer_o(q_metal.buffer(), &q_layout, q.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9803	let k_buf = candle_core::metal_backend::buffer_o(k_metal.buffer(), &k_layout, k.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9805	candle_core::metal_backend::buffer_o(qo_metal.buffer(), &qo_layout, q_out.dtype());
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9807	candle_core::metal_backend::buffer_o(ko_metal.buffer(), &ko_layout, k_out.dtype());
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9914	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9918	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9922	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9926	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9930	candle_core::Storage::Metal(s) => s,
candle_core::Storage::Metal	kiln-model	crates/kiln-model/src/backend/metal.rs:9934	candle_core::Storage::Metal(s) => s,
candle_core::metal_backend::buffer_o	kiln-model	crates/kiln-model/src/backend/metal.rs:9939	candle_core::metal_backend::buffer_o(x_metal.buffer(), &x_layout, mixed_qkv.dtype());
